User,Emp_type,Gate,Gender,Department,Country,Function,Job_ control_point,Scale,Promotions,Intern_Asig,Age,Seniority,Dependents,Job Code,Comparatio,Status
HBBE715,Regular employee,3,Male,D,Thailand,Operations,H2-ESG,21,1,Yes,44,17,3,CC11,1.054365553,Active
HBBE777,Regular employee,5,Female,A,Thailand,Operations,J2-ESG,27,2,Yes,39,17,2,K143,1.144046037,Active
HBBE793,Regular employee,2,Male,A,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,39,17,3,LC30,1.377620293,Active
H235074,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,No,44,1,5,MV03,1,Active
HBBF816,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,5,Yes,41,16,3,MV01,1,Active
H229799,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,2,Yes,38,2,1,LC31,1,Active
HX11411,Regular employee,2,Male,C,Thailand,Operations,F2-ESG,15,3,Yes,43,16,1,PC10,1.110773534,Active
HX13220,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,39,15,4,MV01,1,Active
HX13329,Expat-ShortTerm/Dev,2,Male,I,Myanmar,Operations Engineering,VPE-ESG,19,1,Yes,48,15,2,MV01,1,Active
HX14571,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,41,15,4,DV02,1,Active
HX20118,Expat-Halco,3,Male,B,Brunei,Operations Engineering,I3-ESG,25,2,Yes,41,11,3,K940,0.801420033,Active
HZ12320,Expat-Halco,4,Male,A,Malaysia,Operations,I2-ESG,24,5,Yes,38,14,3,LP12,0.584462697,Active
HBB1451,Expat-ShortTerm/Dev,3,Female,A,Malaysia,Sales/Marketing,J3-ESG,28,5,Yes,40,14,0,L043,1.097389832,Active
HZ12679,Expat-Halco,5,Male,B,Brunei,Operations,J2-ESG,27,4,Yes,37,14,3,K143,0.617928762,Active
HX28184,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,3,No,37,14,1,MV03,1,Active
HX30773,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,43,14,4,MV01,1,Active
HX31148,Expat-Halco,3,Male,B,Malaysia,Operations Engineering,I3-ESG,25,3,Yes,38,14,0,K940,0.939619723,Active
H177761,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,1,Yes,41,4,3,MV03,1,Active
HX31733,Regular employee,1,Male,I,Philippines,Operations Engineering,VPE-ESG,19,2,Yes,42,14,0,MV04,1,Active
HBL6038,Regular employee,2,Male,H,Malaysia,Sales/Marketing,J3-ESG,28,2,Yes,36,14,1,LG954,1.183157283,Active
HX32712,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,39,14,2,DV01,1,Active
H155333,Expat-Halco,4,Male,K,Brunei,Operations,J1-ESG,26,2,Yes,38,6,0,BD15,0.389603811,Active
HX36310,CommuterOut-Halco,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,Yes,49,13,0,DV01,2.978723404,Active
H178065,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,2,No,45,4,1,MV03,1,Active
HX37124,Regular employee,2,Male,C,Thailand,Operations Engineering,I3-ESG,25,3,Yes,36,13,0,K916,1.03249086,Active
HX37347,Regular employee,3,Male,G,Malaysia,Sales/Marketing,I2-ESG,24,2,No,39,13,4,R504,1.088925796,Active
H177785,Regular employee,4,Female,I,Thailand,Operations Engineering,I3-ESG,25,2,No,36,4,1,K815,0.687805559,Active
HX39393,Expat-Halco,3,Male,B,Thailand,Operations Engineering,H3-ESG,22,4,Yes,31,8,2,K941,0.833834777,Active
H236742,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,1,No,40,1,3,MV03,1,Active
HX44564,Regular employee,4,Male,D,Vietnam,Operations,I2-ESG,24,2,No,40,13,3,FF05,1.265810914,Active
HX45925,Regular employee,3,Male,J,Vietnam,Sales/Marketing,I3-ESG,25,4,Yes,36,13,3,L041,1.131794172,Active
H118743,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,3,Yes,42,7,3,DV01,1,Active
HX46345,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,2,Yes,41,13,2,MV02,1,Active
HX46672,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,39,13,4,MV02,1,Active
HB10378,Regular employee,3,Male,I,Thailand,Sales/Marketing,J3-ESG,28,5,No,36,13,0,K056,0.847427024,Active
HB10406,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,1,Yes,36,13,2,MV03,1,Active
HB10807,Expat-Halco,5,Male,B,Malaysia,Operations,J2-ESG,27,5,Yes,34,1,3,K143,0.620848363,Active
HB12545,Expat-ShortTerm/Dev,2,Male,H,Thailand,Consulting,H3-ESG,22,1,Yes,41,12,3,LG136,1.002677619,Active
HB14558,Expat-Halco,4,Male,A,Malaysia,Operations,I2-ESG,24,4,Yes,35,12,2,LP12,0.337780543,Active
HB14918,Expat-Halco,3,Male,B,Brunei,Operations Engineering,H3-ESG,22,1,Yes,37,12,0,K941,0.934705669,Active
HB18097,Regular employee,2,Female,I,Thailand,Operations Engineering,VPE-ESG,19,4,Yes,38,12,1,MV03,1,Active
HB23096,Expat-Halco,2,Female,G,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,35,12,0,K909,0.457972646,Active
HB23698,Regular employee,5,Male,I,Thailand,Operations,J3-ESG,28,4,No,36,12,0,K501,0.927339078,Active
HB25274,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,2,Yes,35,12,1,LC31,1,Active
H248200,Regular employee,2,Male,C,Vietnam,Operations Engineering,H3-ESG,22,4,No,38,0,0,K917,1.643503578,Active
HB28315,Expat-ShortTerm/Dev,2,Male,C,Malaysia,Operations Engineering,H3-ESG,22,2,Yes,35,12,1,K917,1.264140759,Active
HB28337,Expat-Halco,6,Female,J,Southeast Asia Area Suppt,Operations,J3-ESG,28,6,Yes,34,12,0,R453,0.423931348,Active
HB30015,CommuterOut-Halco,2,Male,C,Thailand,Operations,F2-ESG,15,4,Yes,36,11,1,PC10,0.605411806,Active
HB47970,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,33,10,1,MV03,1,Active
HB31177,Regular employee,2,Male,A,Thailand,Operations Engineering,H3-ESG,22,3,Yes,34,11,0,L030,0.754654117,Active
HB36645,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,4,Yes,35,11,3,MV01,1,Active
HB36805,CommuterOut-Halco,1,Male,K,Malaysia,Operations,VPE-ESG,19,2,Yes,34,11,0,BD09,1,Active
HB36997,Regular employee,3,Male,D,Thailand,Sales/Marketing,J1-ESG,26,3,Yes,34,11,2,R505,1.018722049,Active
HB37385,Regular employee,4,Male,K,Malaysia,Operations,J1-ESG,26,3,Yes,35,11,3,BD15,1.005257833,Active
HB38855,Regular employee,1,Female,I,Thailand,Operations Engineering,VPE-ESG,19,3,No,36,11,0,MV04,1,Active
HB41623,Expat-Halco,4,Female,K,Malaysia,Operations Engineering,G3-ESG,19,4,Yes,38,10,0,BD12,1.083735204,Active
HB43197,Regular employee,2,Male,L,Southeast Asia Area Suppt,Operations Engineering,H3-ESG,22,2,Yes,33,10,2,T070,1.393939483,Active
HB44231,Regular employee,4,Male,B,India,Operations,I2-ESG,24,5,No,34,10,0,FF05,0.847513878,Active
H227521,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,1,No,33,2,2,LC32,1,Active
HB76578,Regular employee,2,Female,H,Malaysia,Consulting,J2-ESG,27,3,No,35,9,3,LG135,0.609741007,Active
HB47768,Regular employee,4,Male,G,India,Operations,I2-ESG,24,4,No,33,10,1,FF19,1.070029271,Active
HB47973,Regular employee,3,Male,A,Malaysia,Sales/Marketing,J3-ESG,28,8,Yes,33,10,3,L043,1.117435404,Active
HB48259,Regular employee,2,Male,A,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,33,2,2,LC30,1.03321522,Active
H229983,CommuterOut-Halco,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,1,Yes,33,1,0,L032,1,Active
HB49056,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,3,Yes,35,10,3,L031,1,Active
HB49953,Regular employee,6,Male,G,India,Operations,J3-ESG,28,4,No,32,10,1,R453,0.922028571,Active
HB49955,Regular employee,5,Male,J,India,Operations,I3-ESG,25,4,No,32,10,1,R454,1.209968225,Active
HB51529,Regular employee,4,Male,B,India,Operations,I2-ESG,24,5,No,33,10,0,ZZ30,0.996403679,Active
HB53416,Expat-Halco,4,Female,K,Brunei,Operations Engineering,H3-ESG,22,3,Yes,34,10,0,BD13,0.516668543,Active
HB55324,Regular employee,3,Male,A,Malaysia,Sales/Marketing,I3-ESG,25,3,Yes,34,10,1,L041,0.707255605,Active
HB55326,Regular employee,2,Male,A,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,34,10,2,L030,1.030632182,Active
HB55327,Regular employee,2,Male,A,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,33,10,1,LC30,1.030632182,Active
HB55328,Regular employee,2,Male,A,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,33,10,3,L030,1.03321522,Active
HB78401,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,3,Yes,33,9,0,MV02,1,Active
HB59243,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,4,Yes,36,10,1,MV03,1,Active
HB59579,CommuterOut-Halco,2,Male,C,Brunei,Operations,D2-ESG,8,3,Yes,37,10,0,PC08,0.46201073,Active
HB60335,Regular employee,2,Female,C,Brunei,Operations Engineering,H3-ESG,22,4,Yes,32,10,1,K917,0.685851019,Active
HB63873,Regular employee,2,Male,G,India,Operations,D2-ESG,8,3,Yes,46,9,1,PF05,0.867843261,Active
HB65248,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,2,Yes,35,9,0,MV03,1,Active
HB66381,Expat-ShortTerm/Dev,2,Female,I,Myanmar,Operations Engineering,VPE-ESG,19,2,Yes,30,9,0,MV03,1,Active
HB68065,Regular employee,3,Male,A,Thailand,Sales/Marketing,I3-ESG,25,3,No,32,9,0,L041,0.632352955,Active
H223931,Regular employee,5,Male,G,India,Operations,I3-ESG,25,1,No,32,1,1,R454,1.504970135,Active
HB72000,Regular employee,2,Male,G,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,34,9,2,K910,0.683233865,Active
HB71900,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,31,9,0,MV03,1,Active
HB71901,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,3,No,32,9,0,BD10,1,Active
HB73658,Regular employee,2,Male,B,Malaysia,Operations,E2-ESG,11,4,Yes,35,9,1,ZZ09,1.049843359,Active
HB74844,Regular employee,1,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,3,Yes,34,9,2,DV04,1,Active
HB76389,Regular employee,3,Female,B,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,32,9,1,K941,1.119886081,Active
HB79289,Regular employee,2,Male,H,Malaysia,Consulting,J2-ESG,27,2,No,38,9,1,LG135,0.674106046,Active
HB79475,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,36,9,2,MV03,1,Active
HB79484,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,4,Yes,33,9,2,MV03,1,Active
H238409,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,Yes,32,1,2,K951,0.930456311,Active
HB84513,Regular employee,3,Male,D,Malaysia,Operations Engineering,H3-ESG,22,2,Yes,38,9,2,K949,1.122369772,Active
HB87614,Regular employee,3,Female,I,Philippines,Sales/Marketing,I2-ESG,24,3,No,41,8,0,R504,0.420828623,Active
HB87861,Regular employee,4,Male,A,Malaysia,Operations,I2-ESG,24,5,Yes,32,8,3,LP12,1.116311509,Active
HB89931,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,3,No,41,8,3,MV03,1,Active
HB89928,Regular employee,2,Female,I,Thailand,Operations Engineering,VPE-ESG,19,3,No,31,8,0,MV03,1,Active
HB90046,Regular employee,2,Male,C,Brunei,Operations Engineering,H3-ESG,22,5,Yes,32,8,0,K917,0.659744077,Active
HB91664,Regular employee,6,Male,D,Southeast Asia Area Suppt,Operations,K2-ESG,30,1,No,45,8,4,R452,1.55927128,Active
HB91913,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,36,8,3,MV03,1,Active
H100213,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,3,Yes,39,8,5,MV03,1,Active
H100981,Regular employee,2,Male,D,Thailand,Operations,E2-ESG,11,2,Yes,42,8,3,CC06,1.373885158,Active
H231061,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,1,No,40,2,3,LC32,1,Active
H101975,Expat-Halco,6,Female,B,India,Operations,J3-ESG,28,6,Yes,32,8,1,R453,0.933970415,Active
H199895,Regular employee,2,Male,A,Brunei,Operations Engineering,LVPE-ESG,20,4,Yes,30,3,1,LC32,1,Active
H103960,Regular employee,2,Male,D,Thailand,Operations,D2-ESG,8,2,Yes,41,8,3,CC05,1.494113164,Active
H247953,Regular employee,3,Male,J,Malaysia,Operations Engineering,J1-ESG,26,3,Yes,36,8,3,TF05,1.162086718,Active
H104379,Regular employee,3,Male,L,India,Sales/Marketing,I2-ESG,24,4,No,32,8,0,R504,0.687851964,Active
H105744,Regular employee,3,Male,D,Thailand,Operations Engineering,H3-ESG,22,3,Yes,32,8,0,K949,0.627779345,Active
H165140,Regular employee,2,Male,B,Vietnam,Operations,D2-ESG,8,4,Yes,31,30,2,ZZ08,1.219643818,Active
H108049,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,3,No,34,8,0,MV03,1,Active
H169676,Regular employee,2,Male,B,Thailand,Operations,F2-ESG,15,1,No,42,5,2,ZZ10,2.016402932,Active
H108320,Regular employee,5,Male,D,Malaysia,Operations,I3-ESG,25,2,No,40,8,3,R454,1.378138535,Active
H108947,Regular employee,3,Male,D,India,Operations Engineering,H3-ESG,22,3,No,30,8,1,K949,1.004579535,Active
H238500,Expat-Halco,2,Male,C,Brunei,Operations Engineering,H3-ESG,22,1,Yes,31,1,1,BC652,0.829058287,Active
H110822,Expat-Halco,3,Male,D,Malaysia,Sales/Marketing,I2-ESG,24,3,Yes,36,8,2,R504,0.220771597,Active
H110987,Regular employee,2,Male,B,Thailand,Operations Engineering,G3-ESG,19,2,No,31,8,0,K942,0.705090061,Active
H111306,Expat-ShortTerm/Dev,1,Male,B,Vietnam,Operations,C1-ESG,4,2,Yes,39,8,0,ZZ03,0.818930523,Active
H111387,Regular employee,3,Male,J,Brunei,Operations Engineering,H3-ESG,22,3,Yes,32,8,1,TF03,0.721001488,Active
H111349,Expat-Halco,3,Male,G,Malaysia,Operations Engineering,I3-ESG,25,3,Yes,36,8,4,K908,0.255347682,Active
H111545,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,33,8,1,MV03,1,Active
H111970,Regular employee,2,Male,B,Thailand,Operations,H3-ESG,22,2,Yes,48,8,2,ZZ11,1.202346824,Active
H112160,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,4,No,35,8,3,DV02,1,Active
H113282,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,36,8,4,K950,0.890300343,Active
H113423,Regular employee,3,Male,B,Myanmar,Operations Engineering,H3-ESG,22,3,No,30,8,0,K941,0.82538044,Active
H203847,Regular employee,2,Female,D,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,32,3,3,K950,0.745506316,Active
H199030,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,3,Yes,31,3,1,L032,1,Active
H114633,Regular employee,2,Male,D,Brunei,Operations Engineering,G3-ESG,19,3,Yes,35,8,3,K950,0.639389652,Active
H114747,Regular employee,1,Female,K,Brunei,Operations,VPE-ESG,19,2,No,31,8,0,BD08,1,Active
H115269,Regular employee,2,Male,B,Thailand,Operations,E2-ESG,11,1,No,41,8,2,ZZ09,2.032062275,Active
H115385,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,36,8,2,DV02,1,Active
H115386,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,42,8,1,DV03,1,Active
H115715,CommuterOut-Halco,1,Male,K,Brunei,Operations,VPE-ESG,19,2,Yes,34,7,1,BD09,1,Active
H116861,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,35,7,4,K950,0.65682273,Active
H117008,Regular employee,4,Male,K,India,Operations Engineering,H3-ESG,22,3,Yes,39,4,1,BD13,1.42435216,Active
H117542,Regular employee,2,Male,G,Malaysia,Operations Engineering,G3-ESG,19,2,No,32,7,1,K910,0.626330033,Active
H117546,Regular employee,2,Male,G,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,31,7,1,K910,0.62513113,Active
H192087,Regular employee,2,Male,H,India,Consulting,J2-ESG,27,1,No,35,3,0,LG135,1.032426313,Active
H117568,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,36,7,2,MV03,1,Active
H117694,CommuterOut-Halco,2,Male,C,Brunei,Operations,H2-ESG,21,5,Yes,32,7,0,PC11,0.289368843,Active
H117700,Expat-ShortTerm/Dev,2,Male,A,Brunei,Operations Engineering,LVPE-ESG,20,4,Yes,31,7,2,LI32,1,Active
H117697,Regular employee,2,Male,A,Vietnam,Operations Engineering,H3-ESG,22,3,Yes,32,7,0,K961,0.703872557,Active
H120528,Regular employee,2,Male,B,Thailand,Operations,E2-ESG,11,1,Yes,37,7,0,ZZ09,1.877448849,Active
H122246,Regular employee,2,Male,C,India,Operations,E2-ESG,11,4,Yes,40,7,2,PC09,0.85683067,Active
H122394,Regular employee,3,Male,A,Malaysia,Sales/Marketing,J2-ESG,27,1,No,46,7,5,R503,1.26162126,Active
H122684,Regular employee,3,Male,L,Malaysia,Sales/Marketing,I2-ESG,24,1,No,34,7,2,R504,0.735094154,Active
H122565,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,3,Yes,35,7,1,MV03,1,Active
H212980,Regular employee,1,Male,B,Malaysia,Operations Engineering,F3-ESG,16,3,Yes,32,2,2,K943,1.06773675,Active
H123942,Regular employee,5,Male,D,Malaysia,Operations,I3-ESG,25,4,Yes,38,7,3,R454,1.603038811,Active
H124211,Expat-Halco,3,Male,B,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,30,7,1,K941,0.964357712,Active
H124483,Regular employee,1,Male,H,Thailand,Sales/Marketing,I2-ESG,24,2,Yes,32,7,2,LG951,0.743670273,Active
H124643,Regular employee,3,Male,B,Thailand,Operations Engineering,H3-ESG,22,3,Yes,35,7,4,K941,1.197863678,Active
H124622,Regular employee,1,Female,G,Malaysia,Operations Engineering,F3-ESG,16,1,No,33,7,0,K911,0.676452298,Active
H124886,Expat-Halco,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,31,0,2,K950,0.52608505,Active
H127071,CommuterOut-Halco,2,Male,K,Brunei,Operations,VPE-ESG,19,1,Yes,35,7,0,BD10,1,Active
H127453,Regular employee,3,Male,J,India,Operations Engineering,H3-ESG,22,4,No,34,7,0,TF03,1.132795661,Active
H127665,CommuterOut-Halco,2,Female,K,Brunei,Operations,VPE-ESG,19,3,Yes,33,7,0,BD10,1,Active
H128389,Regular employee,2,Male,B,Bangladesh,Operations Engineering,G3-ESG,19,2,No,41,7,0,K942,1.314911109,Active
H128821,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,36,7,1,K950,0.62427603,Active
H128647,Regular employee,2,Male,J,Bangladesh,Operations Engineering,G3-ESG,19,2,No,29,7,1,TF02,1.14370746,Active
H130035,Regular employee,5,Female,I,Malaysia,Operations,J1-ESG,26,3,No,35,7,3,K714,0.780475318,Active
H227787,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,2,Yes,29,2,1,L032,1,Active
H130755,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,32,7,2,DV03,1,Active
H130914,Regular employee,2,Male,C,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,30,7,0,K918,0.728845086,Active
H130916,Regular employee,2,Female,C,Malaysia,Operations Engineering,G3-ESG,19,2,No,29,7,2,K918,0.623103573,Active
H232008,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,30,1,0,K951,0.848850716,Active
H130921,Regular employee,3,Male,D,Malaysia,Operations Engineering,H3-ESG,22,2,No,34,7,1,K949,0.774507401,Active
H130929,Regular employee,4,Male,K,Malaysia,Operations Engineering,H3-ESG,22,4,No,32,7,1,BD13,1.225426367,Active
H132350,Regular employee,2,Male,B,Thailand,Operations,D2-ESG,8,2,Yes,39,7,0,ZZ08,0.689089076,Active
H133314,Regular employee,2,Male,A,Bangladesh,Operations Engineering,LVPE-ESG,20,2,Yes,30,7,0,L032,1,Active
H224376,Regular employee,2,Female,G,India,Operations Engineering,H3-ESG,22,1,No,29,2,0,K901,0.627073278,Active
H133859,Regular employee,3,Male,G,India,Operations Engineering,I3-ESG,25,4,Yes,29,7,1,K900,0.823712662,Active
H136392,CommuterOut-Halco,4,Male,K,Bangladesh,Operations Engineering,G3-ESG,19,2,Yes,31,7,0,BD12,0.464960694,Active
H137126,Regular employee,2,Female,B,India,Operations Engineering,G3-ESG,19,2,Yes,29,7,0,K942,0.792269025,Active
H138967,Regular employee,6,Male,L,Southeast Asia Area Suppt,Operations,J3-ESG,28,3,No,35,7,1,R453,0.983497903,Active
H211127,Regular employee,1,Male,B,India,Operations,C1-ESG,4,2,No,36,2,0,ZZ03,0.937769516,Active
H140545,Regular employee,3,Male,D,India,Operations Engineering,H3-ESG,22,2,No,33,7,1,K949,0.541318971,Active
H140731,Regular employee,4,Male,K,India,Operations Engineering,I3-ESG,25,2,No,37,7,1,BD14,1.064395872,Active
H208233,Regular employee,4,Male,A,India,Operations,I2-ESG,24,1,No,40,2,3,LP12,0.86093716,Active
H141360,Regular employee,1,Male,J,India,Operations Engineering,F3-ESG,16,4,No,30,7,1,TF01,0.786369313,Active
H142368,Regular employee,3,Male,J,Malaysia,Operations Engineering,H3-ESG,22,2,Yes,33,6,1,TF03,1.041308739,Active
H143705,Regular employee,2,Male,D,Thailand,Operations Engineering,G3-ESG,19,2,No,30,6,0,K950,0.581449779,Active
H205205,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,Yes,32,3,0,K951,0.823225034,Active
H229916,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,32,2,4,K951,0.876694005,Active
H186564,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,34,3,1,DV02,1,Active
H145445,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,No,29,6,0,K950,0.782487196,Active
H145441,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,35,6,1,K950,0.9165528,Active
H145648,Regular employee,1,Male,N,South Korea,Operations Engineering,F3-ESG,16,2,No,34,6,0,PP15,0.053960831,Active
H242168,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,45,1,3,PF03,1.112125411,Active
H145897,Regular employee,2,Male,D,Thailand,Operations Engineering,G3-ESG,19,2,No,28,6,2,K950,0.576136267,Active
H146400,Regular employee,1,Male,G,India,Operations,C2-ESG,5,2,No,35,6,1,PF04,0.838325591,Active
H146713,Regular employee,3,Male,I,Malaysia,Sales/Marketing,J3-ESG,28,4,No,44,6,4,K058,1.395154696,Active
H147701,Regular employee,4,Male,J,India,Operations,H2-ESG,21,2,No,48,6,3,SW11,0.548661983,Active
H236909,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,2,Yes,29,1,0,LC32,1,Active
H147929,Regular employee,1,Male,D,Thailand,Operations,C1-ESG,4,1,No,28,6,0,CC03,1.180694698,Active
H149502,Regular employee,1,Male,D,Thailand,Operations,C1-ESG,4,1,No,30,6,2,CC03,1.330895795,Active
H246390,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,2,No,30,0,0,LC32,1,Active
H244882,Regular employee,1,Female,H,India,Consulting,G3-ESG,19,1,No,29,1,0,LG137,0.454119562,Active
H152712,Regular employee,1,Male,B,Malaysia,Operations Engineering,C2-ESG,5,1,No,38,6,4,ZZ12,1.325678598,Active
H154303,Regular employee,2,Female,D,Thailand,Operations Engineering,G3-ESG,19,2,Yes,31,6,0,K950,0.581449779,Active
H154304,Regular employee,4,Male,D,Thailand,Operations,I2-ESG,24,1,No,41,6,2,FF05,0.728654924,Active
H155748,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,39,6,1,LG137,0.529875459,Active
H156520,Regular employee,2,Male,G,India,Operations,D2-ESG,8,2,Yes,29,6,0,PF08,0.949421323,Active
H157156,Regular employee,2,Male,D,Vietnam,Operations,E2-ESG,11,1,Yes,39,6,2,CC06,1.41577195,Active
H157443,Regular employee,2,Male,B,Brunei,Operations,H3-ESG,22,3,No,31,6,0,ZZ11,0.689911332,Active
H157483,Regular employee,2,Male,B,Malaysia,Operations,D2-ESG,8,2,Yes,28,6,2,ZZ08,0.925271875,Active
H157734,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,32,6,1,PF03,1.045790219,Active
H158580,Regular employee,1,Female,C,Malaysia,Operations Engineering,F3-ESG,16,3,Yes,30,6,0,K919,0.628157743,Active
H161897,Regular employee,2,Male,C,India,Operations,D2-ESG,8,3,No,29,6,0,PC05,0.6486905,Active
H211516,Regular employee,2,Male,D,India,Operations,D2-ESG,8,1,No,33,2,0,CC05,0.776371386,Active
H173659,Regular employee,1,Male,B,Thailand,Operations Engineering,C2-ESG,5,1,No,28,5,0,ZZ12,0.703495052,Active
H248433,CommuterOut-Halco,2,Male,C,Brunei,Operations,H2-ESG,21,3,Yes,38,0,0,PC11,0.753491393,Active
H174896,Regular employee,2,Male,G,India,Operations Engineering,G3-ESG,19,1,No,28,3,0,K902,0.578821888,Active
H176415,Regular employee,3,Male,H,Malaysia,Sales/Marketing,J3-ESG,28,2,No,41,5,0,LG943,1.221819844,Active
H176952,Regular employee,1,Female,H,Vietnam,Consulting,G3-ESG,19,2,Yes,37,4,3,LG137,0.910076395,Active
H177031,Regular employee,4,Male,A,India,Operations,I2-ESG,24,2,No,56,4,0,LP12,1.036530303,Active
H178207,Regular employee,1,Male,I,Thailand,Operations Engineering,VPE-ESG,19,2,No,37,4,1,MV04,1,Active
H178266,Regular employee,2,Male,B,Thailand,Operations,E2-ESG,11,1,Yes,41,4,3,ZZ09,1.754328779,Active
H215135,Regular employee,1,Male,D,Vietnam,Operations Engineering,F3-ESG,16,1,Yes,27,2,2,K951,0.548205237,Active
H178472,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,3,Yes,27,4,0,MV03,1,Active
H208502,Regular employee,1,Male,J,Brunei,Operations Engineering,F3-ESG,16,1,Yes,54,2,0,TF01,0.734463046,Active
H183366,Regular employee,1,Male,C,Brunei,Operations,C2-ESG,5,2,No,28,4,0,PC15,1.127414857,Active
H183368,Regular employee,1,Male,C,Brunei,Operations,C2-ESG,5,2,No,27,4,0,PC15,1.127414857,Active
H183750,Regular employee,1,Male,B,Brunei,Operations Engineering,F3-ESG,16,2,No,28,4,0,K943,0.45240183,Active
